"""Piece of My Heart""",Big Brother and the Holding Company,1968,E Standard,Janis Joplin Song Pack,Janis Joplin Song Pack,"March 24, 2020","March 24, 2020"
"""Summertime""",Big Brother and the Holding Company,1968,E Standard,Janis Joplin Song Pack,Janis Joplin Song Pack,"March 24, 2020","March 24, 2020"
"""Me and Bobby McGee""",Janis Joplin,1971,E Standard,Janis Joplin Song Pack,Janis Joplin Song Pack,"March 24, 2020","March 24, 2020"
